input: [SCENE]: scene_context [ACTION]: player_input,output: [CHECK]: check_required
input: [SCENE]: You have a map to 'Dead Man's Cove'. [ACTION]: I'll use my knowledge of the area to plot a course to 'Smuggler's Inlet'.,output: [CHECK]: Survival
input: [SCENE]: You are in a room with three chests. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: In a room with three chests. [ACTION]: I'll pray for guidance on which of the two chests is safe.,output: [CHECK]: Religion
input: [SCENE]: In a room with three chests. [ACTION]: I'll pray for guidance on which of the two chests is safe.,output: [CHECK]: Religion
input: [SCENE]: You find a set of tracks. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: Following large, bird-like tracks. [ACTION]: I'll follow the owlbear tracks to find its lair.",output: [CHECK]: Survival
"input: [SCENE]: Following large, bird-like tracks. [ACTION]: I'll follow the owlbear tracks to find its lair.",output: [CHECK]: Survival
input: [SCENE]: You are trying to disarm a trap. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: Disarming a trap with a red wire. [ACTION]: I'll use my tools to carefully cut the blue wire.,output: [CHECK]: Thieves' Tools
input: [SCENE]: Disarming a trap with a red wire. [ACTION]: I'll use my tools to carefully cut the blue wire.,output: [CHECK]: Thieves' Tools
input: [SCENE]: You are trying to cast a spell. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: Casting a 'Fireball' spell. [ACTION]: I have the bat guano, so I'll cast the spell.",output: [CHECK]: Arcana
"input: [SCENE]: Casting a 'Fireball' spell. [ACTION]: I have the bat guano, so I'll cast the spell.",output: [CHECK]: Arcana
input: [SCENE]: You are in a fight. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: A man is about to hit you with a chair. [ACTION]: I'll use my rage to smash the table.,output: [CHECK]: Athletics
input: [SCENE]: A man is about to hit you with a chair. [ACTION]: I'll use my rage to smash the table.,output: [CHECK]: Athletics
input: [SCENE]: You are given a command. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: Given a suicidal order. [ACTION]: I'll try to explain to the commander that charging that valley is a bad idea.,output: [CHECK]: Persuasion
input: [SCENE]: Given a suicidal order. [ACTION]: I'll try to explain to the commander that charging that valley is a bad idea.,output: [CHECK]: Persuasion
input: [SCENE]: You find a cursed object. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You have found a cursed mirror. [ACTION]: I'll try to smash the cursed table with my mace.,output: [CHECK]: Athletics
input: [SCENE]: You have found a cursed mirror. [ACTION]: I'll try to smash the cursed table with my mace.,output: [CHECK]: Athletics
input: [SCENE]: You are trying to find a specific type of tree. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: Looking for an Ironwood tree. [ACTION]: I'll search for the 'Silverwood' tree on the southern slopes.,output: [CHECK]: Nature
input: [SCENE]: Looking for an Ironwood tree. [ACTION]: I'll search for the 'Silverwood' tree on the southern slopes.,output: [CHECK]: Nature
input: [SCENE]: You are trying to get information from someone. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: Trying to bribe a guard with wine. [ACTION]: I'll offer him a bottle of cheap dwarven ale.,output: [CHECK]: Deception
input: [SCENE]: Trying to bribe a guard with wine. [ACTION]: I'll offer him a bottle of cheap dwarven ale.,output: [CHECK]: Deception
input: [SCENE]: You are in a room that is slowly filling with water. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: In a flooding room. [ACTION]: I'll cast a fire spell to try and evaporate the water.,output: [CHECK]: Arcana
input: [SCENE]: In a flooding room. [ACTION]: I'll cast a fire spell to try and evaporate the water.,output: [CHECK]: Arcana
input: [SCENE]: You are trying to get past a sleeping guard dog. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: Getting past a sleeping guard dog. [ACTION]: I'll try to sneak past the sleeping cat.,output: [CHECK]: Stealth
input: [SCENE]: Getting past a sleeping guard dog. [ACTION]: I'll try to sneak past the sleeping cat.,output: [CHECK]: Stealth
"input: [SCENE]: The party is exploring a silent, ancient library. [ACTION]: [SCENE_START]",output: [CHECK]: None
"input: [SCENE]: In a silent library, hearing a bell chime upstairs. [ACTION]: I'll cast a spell to muffle our footsteps as we investigate the sound of that music box.",output: [CHECK]: Stealth
"input: [SCENE]: In a silent library, hearing a bell chime upstairs. [ACTION]: I'll cast a spell to muffle our footsteps as we investigate the sound of that music box.",output: [CHECK]: Stealth
input: [SCENE]: The party is in the office of a corrupt city official. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: In an official's office with a key on the wall. [ACTION]: While he's distracted, I'll try to snatch the brass key from the hook.",output: [CHECK]: Sleight of Hand
"input: [SCENE]: In an official's office with a key on the wall. [ACTION]: While he's distracted, I'll try to snatch the brass key from the hook.",output: [CHECK]: Sleight of Hand
input: [SCENE]: The party is confronting a bandit leader in their hideout. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: Confronting a bandit leader and her two lieutenants. [ACTION]: I'll try to intimidate the leader by pointing out how her three lieutenants are outnumbered.,output: [CHECK]: Intimidation
input: [SCENE]: Confronting a bandit leader and her two lieutenants. [ACTION]: I'll try to intimidate the leader by pointing out how her three lieutenants are outnumbered.,output: [CHECK]: Intimidation
input: [SCENE]: The party is observing a goblin shaman performing a ritual. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: Observing a goblin shaman with a green crystal. [ACTION]: I'll try to shoot the blue crystal out of his hand with my bow.,output: [CHECK]: Athletics
input: [SCENE]: Observing a goblin shaman with a green crystal. [ACTION]: I'll try to shoot the blue crystal out of his hand with my bow.,output: [CHECK]: Athletics
input: [SCENE]: The party is facing a large golem. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: Facing a granite golem. [ACTION]: I'll look for cracks in the golem's iron plating.,output: [CHECK]: Investigation
input: [SCENE]: Facing a granite golem. [ACTION]: I'll look for cracks in the golem's iron plating.,output: [CHECK]: Investigation
input: [SCENE]: The party has captured a goblin who is giving them directions. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: A goblin has pointed you towards the left tunnel. [ACTION]: Okay, I'll take the lead and check the tunnel on the right for traps.",output: [CHECK]: Perception
"input: [SCENE]: A goblin has pointed you towards the left tunnel. [ACTION]: Okay, I'll take the lead and check the tunnel on the right for traps.",output: [CHECK]: Perception
input: [SCENE]: The party is being introduced to a city's spymaster. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: Speaking with the spymaster, Lady Vex. [ACTION]: I'll try to get information from Lady Vox about the recent assassinations.",output: [CHECK]: Persuasion
"input: [SCENE]: Speaking with the spymaster, Lady Vex. [ACTION]: I'll try to get information from Lady Vox about the recent assassinations.",output: [CHECK]: Persuasion
input: [SCENE]: The party finds a wounded and weeping noble in a chapel. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: Trying to speak with a weeping noble. [ACTION]: I'll approach and ask the laughing nobleman what troubles him.,output: [CHECK]: Insight
input: [SCENE]: Trying to speak with a weeping noble. [ACTION]: I'll approach and ask the laughing nobleman what troubles him.,output: [CHECK]: Insight
input: [SCENE]: The party is traveling through a barren wasteland. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: Traveling under a scorching sun. [ACTION]: I'll pull my cloak tighter against the freezing wind and scan the area for shelter.,output: [CHECK]: Survival
input: [SCENE]: Traveling under a scorching sun. [ACTION]: I'll pull my cloak tighter against the freezing wind and scan the area for shelter.,output: [CHECK]: Survival
input: [SCENE]: The party is facing a heavily armed hobgoblin. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: Facing a hobgoblin with a greatsword. [ACTION]: I will parry his greataxe with my own.,output: [CHECK]: Athletics
input: [SCENE]: Facing a hobgoblin with a greatsword. [ACTION]: I will parry his greataxe with my own.,output: [CHECK]: Athletics
input: [SCENE]: The party is planning a heist. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: Planning a heist for midnight. [ACTION]: Okay, let's get ready to break in at dawn.",output: [CHECK]: Stealth
"input: [SCENE]: Planning a heist for midnight. [ACTION]: Okay, let's get ready to break in at dawn.",output: [CHECK]: Stealth
input: [SCENE]: The party is in the capital city of Silverhaven. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: In the city of Silverhaven. [ACTION]: I want to go to the Great Library of Ironport to research the artifact.,output: [CHECK]: History
input: [SCENE]: In the city of Silverhaven. [ACTION]: I want to go to the Great Library of Ironport to research the artifact.,output: [CHECK]: History
input: [SCENE]: The party has spotted a group of orcs. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: Observing six orcs and a leader. [ACTION]: Okay, I'll set up an ambush for that group of five orcs.",output: [CHECK]: Survival
"input: [SCENE]: Observing six orcs and a leader. [ACTION]: Okay, I'll set up an ambush for that group of five orcs.",output: [CHECK]: Survival
input: [SCENE]: The party is solving a puzzle in a temple. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: Solving a puzzle requiring a red gem. [ACTION]: I'll place the green gem into the statue of the sun.,output: [CHECK]: Investigation
input: [SCENE]: Solving a puzzle requiring a red gem. [ACTION]: I'll place the green gem into the statue of the sun.,output: [CHECK]: Investigation
input: [SCENE]: The party is in a cavern. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: Facing a giant spider. [ACTION]: I'll ready my bow to shoot the giant beetle.,output: [CHECK]: Athletics
input: [SCENE]: Facing a giant spider. [ACTION]: I'll ready my bow to shoot the giant beetle.,output: [CHECK]: Athletics
input: [SCENE]: The party is in a tavern. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: A halfling has insulted you. [ACTION]: I'll try to intimidate the dwarf.,output: [CHECK]: Intimidation
input: [SCENE]: A halfling has insulted you. [ACTION]: I'll try to intimidate the dwarf.,output: [CHECK]: Intimidation
input: [SCENE]: You are in a noble's bedroom. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: In a bedroom with a poodle. [ACTION]: I'll try to sneak past the sleeping mastiff.,output: [CHECK]: Stealth
input: [SCENE]: In a bedroom with a poodle. [ACTION]: I'll try to sneak past the sleeping mastiff.,output: [CHECK]: Stealth
input: [SCENE]: You are in a room with a large painting. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: In a room with a painting of an elven queen. [ACTION]: I'll search the painting of the dwarven king for secret levers.,output: [CHECK]: Investigation
input: [SCENE]: In a room with a painting of an elven queen. [ACTION]: I'll search the painting of the dwarven king for secret levers.,output: [CHECK]: Investigation
input: [SCENE]: You are in a battle. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: An archer is aiming at you. [ACTION]: I'll raise my shield to block the crossbow bolt.,output: [CHECK]: Acrobatics
input: [SCENE]: An archer is aiming at you. [ACTION]: I'll raise my shield to block the crossbow bolt.,output: [CHECK]: Acrobatics
