input,output
"['105', 'Seraphina, a devoted cleric on a mission to cleanse a blighted land.', 'Trying to speak with a weeping noble.', ""I'll approach and ask the laughing nobleman what troubles him.""]","['Insight', 'Pass', 'Though he is clearly weeping, not laughing, you approach with a gentle demeanor. He seems to appreciate your concern and begins to tell you of the curse that has afflicted his family.']"
"['105', 'Seraphina, a devoted cleric on a mission to cleanse a blighted land.', 'Trying to speak with a weeping noble.', ""I'll approach and ask the laughing nobleman what troubles him.""]","['Insight', 'Fail', ""Your strange phrasing comes across as mockery. The nobleman's grief turns to anger, and he shouts at you to leave him alone.""]"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'The party is traveling through a barren wasteland.', '[SCENE_START]']","['None', 'N/A', 'You have been traveling for days under a relentless, scorching sun. The air is dry and hot, and heat shimmers on the horizon.']"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'Traveling under a scorching sun.', ""I'll pull my cloak tighter against the freezing wind and scan the area for shelter.""]","['Survival', 'Pass', 'Despite your confusion about the weather, you are still an expert survivor. You spot a cave entrance that will offer excellent shelter from the oppressive sun.']"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'Traveling under a scorching sun.', ""I'll pull my cloak tighter against the freezing wind and scan the area for shelter.""]","['Survival', 'Fail', 'Your disorientation from the heat is getting worse. You wander for an hour, finding no shelter, becoming more dehydrated and exhausted.']"
"['102', 'Bjorn, a stoic barbarian exiled from his clan.', 'The party is facing a heavily armed hobgoblin.', '[SCENE_START]']","['None', 'N/A', 'A large hobgoblin commander stands before you, brandishing a massive, two-handed greatsword with a jagged edge.']"
"['102', 'Bjorn, a stoic barbarian exiled from his clan.', 'Facing a hobgoblin with a greatsword.', 'I will parry his greataxe with my own.']","['Athletics', 'Pass', ""You expertly block the hobgoblin's powerful greatsword strike, the force of the blow vibrating up your arms. You are locked in a contest of strength.""]"
"['102', 'Bjorn, a stoic barbarian exiled from his clan.', 'Facing a hobgoblin with a greatsword.', 'I will parry his greataxe with my own.']","['Athletics', 'Fail', 'You misjudge the arc of the heavy greatsword. It smashes past your guard, and the flat of the blade slams into your shoulder, sending you staggering back.']"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'The party is planning a heist.', '[SCENE_START]']","['None', 'N/A', 'Your contact has told you that the guard patrols are weakest during the midnight shift, which is when you plan to break into the manor.']"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'Planning a heist for midnight.', ""Okay, let's get ready to break in at dawn.""]","['Stealth', 'Pass', 'Though you state the wrong time, your actual infiltration at midnight is flawless. You slip past the sleepy guards and into the manor under the cover of darkness.']"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'Planning a heist for midnight.', ""Okay, let's get ready to break in at dawn.""]","['Stealth', 'Fail', 'Your confusion about the timing is a bad omen. As you try to sneak in at midnight, you make a rookie mistake, knocking over a vase and alerting the entire household.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'The party is in the capital city of Silverhaven.', '[SCENE_START]']","['None', 'N/A', 'You are walking through the grand, marble-paved streets of Silverhaven, the capital city of the kingdom, known for its towering spires and magical university.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'In the city of Silverhaven.', 'I want to go to the Great Library of Ironport to research the artifact.']","['History', 'Pass', ""A kind local overhears you. 'Ironport is on the coast, friend. The Great Library of Silverhaven, however, is just two blocks that way.' They give you the correct directions.""]"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'In the city of Silverhaven.', 'I want to go to the Great Library of Ironport to research the artifact.']","['History', 'Fail', ""You confidently lead the party towards where you believe the library is, but your faulty memory of the city's name leads you to the wrong district, completely lost.""]"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', 'The party has spotted a group of orcs.', '[SCENE_START]']","['None', 'N/A', 'From your hiding spot on the ridge, you count the enemy patrol in the valley below. There are exactly six orcs and a larger orc leader.']"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', 'Observing six orcs and a leader.', ""Okay, I'll set up an ambush for that group of five orcs.""]","['Survival', 'Pass', 'Despite your miscount, your ambush is perfectly placed. The six orcs and their leader walk right into your trap.']"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', 'Observing six orcs and a leader.', ""Okay, I'll set up an ambush for that group of five orcs.""]","['Survival', 'Fail', 'You set up your ambush expecting only five orcs. When the six orcs and their leader arrive, your position is immediately flanked and you are at a disadvantage.']"
"['105', 'Seraphina, a devoted cleric on a mission to cleanse a blighted land.', 'The party is solving a puzzle in a temple.', '[SCENE_START]']","['None', 'N/A', ""The puzzle requires you to place three gems into three statues. The inscription reads, 'The red gem goes in the statue of the sun.'""]"
"['105', 'Seraphina, a devoted cleric on a mission to cleanse a blighted land.', 'Solving a puzzle requiring a red gem.', ""I'll place the green gem into the statue of the sun.""]","['Investigation', 'Pass', ""You place the red gem in the statue. The statue's eyes glow, and a secret door opens. Your action was correct, even if your words were not.""]"
"['105', 'Seraphina, a devoted cleric on a mission to cleanse a blighted land.', 'Solving a puzzle requiring a red gem.', ""I'll place the green gem into the statue of the sun.""]","['Investigation', 'Fail', 'Confused by your own words, you actually place the green gem in the statue. The room is filled with a loud buzzing sound, and the puzzle resets. You have failed.']"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'The party is in a cavern.', '[SCENE_START]']","['None', 'N/A', 'The cave is filled with thick, sticky spiderwebs. A massive spider, the size of a horse, descends from the ceiling.']"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'Facing a giant spider.', ""I'll ready my bow to shoot the giant beetle.""]","['Athletics', 'Pass', ""You fire your arrow at the giant spider, and it strikes true, sinking deep into the creature's thorax.""]"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'Facing a giant spider.', ""I'll ready my bow to shoot the giant beetle.""]","['Athletics', 'Fail', 'Your brief confusion distracts you, and your arrow flies wide, missing the giant spider and thudding harmlessly into the cavern wall.']"
"['102', 'Bjorn, a stoic barbarian exiled from his clan.', 'The party is in a tavern.', '[SCENE_START]']","['None', 'N/A', 'A halfling, clearly drunk, bumps into you and spills his ale all over your boots. He then insults your mother.']"
"['102', 'Bjorn, a stoic barbarian exiled from his clan.', 'A halfling has insulted you.', ""I'll try to intimidate the dwarf.""]","['Intimidation', 'Pass', 'The halfling, terrified by your massive size and furious expression, begins to apologize profusely, offering to buy you a new drink and clean your boots.']"
"['102', 'Bjorn, a stoic barbarian exiled from his clan.', 'A halfling has insulted you.', ""I'll try to intimidate the dwarf.""]","['Intimidation', 'Fail', 'The halfling is too drunk to be properly scared. He just laughs at your angry face and continues to hurl insults at you.']"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', ""You are in a noble's bedroom."", '[SCENE_START]']","['None', 'N/A', ""The noble's bedroom is lavishly decorated. A small, yapping poodle with a jeweled collar is sleeping on a silk pillow at the foot of the bed.""]"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'In a bedroom with a poodle.', ""I'll try to sneak past the sleeping mastiff.""]","['Stealth', 'Pass', 'You move with absolute silence. The tiny poodle snores on, completely unaware as you search the room.']"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'In a bedroom with a poodle.', ""I'll try to sneak past the sleeping mastiff.""]","['Stealth', 'Fail', ""You accidentally step on one of the poodle's chew toys, which lets out a loud squeak. The tiny dog wakes up and begins to bark hysterically.""]"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'You are in a room with a large painting.', '[SCENE_START]']","['None', 'N/A', 'The room is dominated by a large, masterful painting of a beautiful elven queen. Her eyes seem to follow you as you move.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'In a room with a painting of an elven queen.', ""I'll search the painting of the dwarven king for secret levers.""]","['Investigation', 'Pass', ""Though it's a painting of an elf, your search is fruitful. You discover that one of the jewels in her crown is actually a hidden button.""]"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'In a room with a painting of an elven queen.', ""I'll search the painting of the dwarven king for secret levers.""]","['Investigation', 'Fail', 'You spend a great deal of time searching the painting of the beautiful elven queen, but you find nothing out of the ordinary.']"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', 'You are in a battle.', '[SCENE_START]']","['None', 'N/A', 'You are in the heat of a chaotic battle. An enemy archer is taking aim at you from a nearby battlement.']"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', 'An archer is aiming at you.', ""I'll raise my shield to block the crossbow bolt.""]","['Acrobatics', 'Pass', 'You raise your shield just in time. An arrow, not a bolt, thuds into the wood, saving you from a serious injury.']"
