"input: player_id, character_backstory, scene_context, player_input","output: check_required, outcome_type"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to get information from a goblin you've captured., I try to scare the information out of him.","output: Intimidation, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to forge a letter of introduction to get into a noble's party., I use my forgery kit to create the letter.","output: Forgery Kit, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to forge a letter of introduction to get into a noble's party., I use my forgery kit to create the letter.","output: Forgery Kit, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to convince a powerful but shy ghost to talk to you., I try to appeal to its intellectual curiosity.","output: Persuasion, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to convince a powerful but shy ghost to talk to you., I try to appeal to its intellectual curiosity.","output: Persuasion, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to recall the specific prayer for blessing a well., I search my memory for the prayer.","output: Religion, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to recall the specific prayer for blessing a well., I search my memory for the prayer.","output: Religion, Fail"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are trying to determine if a bridge can hold the weight of your party and their horses., I inspect the bridge for any signs of weakness.","output: Investigation, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are trying to determine if a bridge can hold the weight of your party and their horses., I inspect the bridge for any signs of weakness.","output: Investigation, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to tell how long ago a creature passed this way., I examine the tracks to determine their age.","output: Survival, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to tell how long ago a creature passed this way., I examine the tracks to determine their age.","output: Survival, Fail"
"input: 106, Kaelen, a grim ranger who hunts monsters., The party has tracked their quarry to the edge of a petrified forest., [SCENE_START]","output: None, N/A"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge., After activating a strange portal, the party finds themselves in a new location., [SCENE_START]","output: None, N/A"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns., The party has been hired to clear out the city's ancient sewer system., [SCENE_START]","output: None, N/A"
"input: 101, Elara, a nimble rogue seeking a legendary dagger., You have snuck into the grand ballroom of a corrupt duke's masquerade ball., [SCENE_START]","output: None, N/A"
"input: 105, Seraphina, a devoted cleric on a mission to cleanse a blighted land., You have arrived at the abandoned, plague-ridden village of Greycreek., [SCENE_START]","output: None, N/A"
"input: 102, Bjorn, a stoic barbarian exiled from his clan., Your ship has crashed on the shore of a tropical island., [SCENE_START]","output: None, N/A"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge., You have found the entrance to the lost library of the star-gazers., [SCENE_START]","output: None, N/A"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns., You are standing on the ramparts of a fortress, preparing for a siege., [SCENE_START]","output: None, N/A"
"input: 101, Elara, a nimble rogue seeking a legendary dagger., You are in the bustling bazaar of a desert city at dusk., [SCENE_START]","output: None, N/A"
"input: 106, Kaelen, a grim ranger who hunts monsters., You are deep in a swamp, following the trail of a monster., [SCENE_START]","output: None, N/A"
"input: 105, Seraphina, a devoted cleric on a mission to cleanse a blighted land., You have entered a cathedral that has been desecrated by a dark cult., [SCENE_START]","output: None, N/A"
"input: 102, Bjorn, a stoic barbarian exiled from his clan., You are in the heart of a raging blizzard in the northern mountains., [SCENE_START]","output: None, N/A"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge., You have stumbled upon a Feywild glade under a twilight sky., [SCENE_START]","output: None, N/A"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns., You are in the middle of a vast, ancient battlefield., [SCENE_START]","output: None, N/A"
"input: 101, Elara, a nimble rogue seeking a legendary dagger., You are navigating the high, narrow rooftops of a sleeping city., [SCENE_START]","output: None, N/A"
"input: 106, Kaelen, a grim ranger who hunts monsters., You are in a cavern where the walls are covered in glowing crystals., [SCENE_START]","output: None, N/A"
"input: 105, Seraphina, a devoted cleric on a mission to cleanse a blighted land., You are in a marketplace that trades not in gold, but in memories., [SCENE_START]","output: None, N/A"
"input: 102, Bjorn, a stoic barbarian exiled from his clan., You are in a gladiatorial arena, and the crowd is chanting your name., [SCENE_START]","output: None, N/A"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge., You are in a wizard's tower where the furniture is alive and mischievous., [SCENE_START]","output: None, N/A"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns., You have been hired to guard a caravan crossing a dangerous desert., [SCENE_START]","output: None, N/A"
"input: 101, Elara, a nimble rogue seeking a legendary dagger., You are in the 'Thieves' Market,' a secret underground bazaar., [SCENE_START]","output: None, N/A"
"input: 106, Kaelen, a grim ranger who hunts monsters., You are in a forest where the trees are a hundred times their normal size., [SCENE_START]","output: None, N/A"
"input: 105, Seraphina, a devoted cleric on a mission to cleanse a blighted land., You are in the crypts beneath a city, where the dead are restless., [SCENE_START]","output: None, N/A"
"input: 102, Bjorn, a stoic barbarian exiled from his clan., You are at a dwarven feast in a great underground hall., [SCENE_START]","output: None, N/A"
