input:  [ACTION]: player_input [CHECK]: check_required [PASS/FAIL]: outcome_type,output: [OUTCOME]: outcome_description
input:  [ACTION]: He's holding out on us. I'm going to lean in and scare the truth out of him. [CHECK]: Intimidation [PASS/FAIL]: Fail,"output: [OUTCOME]: You try to look menacing, but Finnick is more scared of his employers than he is of you. 'I've told you all I know!' he squeaks, refusing to change his story."
input:  [ACTION]: [SCENE_START] [CHECK]: None [PASS/FAIL]: N/A,"output: [OUTCOME]: The room is small and dusty. In the center sits a single, large, iron-banded chest. It is clearly very old and appears to be sealed with a heavy, complex lock."
"input:  [ACTION]: Alright, I want to deal with that chest. I'll check it over first before we do anything rash. [CHECK]: Investigation [PASS/FAIL]: Pass","output: [OUTCOME]: You carefully examine the chest. You notice a series of tiny holes on the front, cleverly hidden in the carvings. It's a poison needle trap, linked to the lock."
"input:  [ACTION]: Alright, I want to deal with that chest. I'll check it over first before we do anything rash. [CHECK]: Investigation [PASS/FAIL]: Fail","output: [OUTCOME]: You look the chest over, but the trap mechanism is expertly crafted. You don't see any signs of a trap, and the chest appears to be safe."
"input:  [ACTION]: Okay, now I'll try to get it open. [CHECK]: Thieves' Tools [PASS/FAIL]: Pass","output: [OUTCOME]: You pull out your tools and set to work on the complex lock. After a few tense moments, you hear a satisfying *clunk* as the mechanism unlocks."
"input:  [ACTION]: Okay, now I'll try to get it open. [CHECK]: Thieves' Tools [PASS/FAIL]: Fail","output: [OUTCOME]: The lock is ancient and rusted. You work on it for a minute, but a tumbler is jammed tight. You can't get it to budge."
input:  [ACTION]: [SCENE_START] [CHECK]: None [PASS/FAIL]: N/A,"output: [OUTCOME]: You find a series of large, deep tracks in the mud. They are clearly from a large reptilian creature, and each track has three distinct, sharp-clawed toes."
input:  [ACTION]: I'll use my knowledge of nature to see what kind of beast made these *four-toed* tracks. [CHECK]: Survival [PASS/FAIL]: Pass,"output: [OUTCOME]: Despite your confusion about the number of toes, your expertise is undeniable. You recognize the three-toed print as belonging to a young Wyvern, known to lair in this area."
input:  [ACTION]: I'll use my knowledge of nature to see what kind of beast made these *four-toed* tracks. [CHECK]: Survival [PASS/FAIL]: Fail,"output: [OUTCOME]: Your confusion about the number of toes makes it difficult to recall the creature. The three-toed track is large and reptilian, but you can't place it."
"input:  [ACTION]: A Wyvern, eh? I scan the skies to see if it's circling overhead. [CHECK]: Perception [PASS/FAIL]: Pass","output: [OUTCOME]: You scan the skies. You don't see the Wyvern itself, but you do spot a large, dark shape circling high above the canopy about a mile to the north. That must be its territory."
"input:  [ACTION]: A Wyvern, eh? I scan the skies to see if it's circling overhead. [CHECK]: Perception [PASS/FAIL]: Fail","output: [OUTCOME]: The forest canopy is too thick. You can only see small patches of the sky, and you don't spot any sign of the creature."
input:  [ACTION]: [SCENE_START] [CHECK]: None [PASS/FAIL]: N/A,"output: [OUTCOME]: The portcullis on the far side of the arena rises, and a massive, snarling saber-toothed tiger pads into the arena, its long fangs dripping."
input:  [ACTION]: I'll roar back at the lion to show it I'm not afraid. [CHECK]: Performance [PASS/FAIL]: Pass,"output: [OUTCOME]: You let out a roar that shakes the very foundations of the arena. The saber-toothed tiger, recognizing a fellow predator, pauses in its advance, momentarily impressed."
input:  [ACTION]: I'll roar back at the lion to show it I'm not afraid. [CHECK]: Performance [PASS/FAIL]: Fail,"output: [OUTCOME]: Your roar is loud, but the saber-toothed tiger is a primeval engine of destruction and is completely unimpressed by your shouting. It charges."
input:  [ACTION]: [SCENE_START] [CHECK]: None [PASS/FAIL]: N/A,"output: [OUTCOME]: Suddenly, the forest erupts with the sound of high-pitched war cries. A dozen goblins, armed with crude spears and shields, emerge from the undergrowth."
input:  [ACTION]: I'll try to take out the hobgoblin leader first. [CHECK]: Perception [PASS/FAIL]: Pass,output: [OUTCOME]: Your trained eye scans the chaotic goblin ranks. You notice one goblin that is slightly larger and is shouting commands. That is the leader of this pack.
input:  [ACTION]: I'll try to take out the hobgoblin leader first. [CHECK]: Perception [PASS/FAIL]: Fail,output: [OUTCOME]: The goblins are a disorganized mob. There is no discernible leader among them; they are just a swarm of chaotic violence.
input:  [ACTION]: [SCENE_START] [CHECK]: None [PASS/FAIL]: N/A,"output: [OUTCOME]: In the center of the glade is a beautiful, moss-covered statue of a woman with antlers, holding a bow. It's a statue of a forgotten goddess of the hunt."
input:  [ACTION]: I'll say a prayer to the god of the forest for guidance. [CHECK]: Religion [PASS/FAIL]: Pass,"output: [OUTCOME]: Though you address the wrong deity, the ancient spirit of the place seems to appreciate the sentiment. A gentle, warm light emanates from the statue."
input:  [ACTION]: I'll say a prayer to the god of the forest for guidance. [CHECK]: Religion [PASS/FAIL]: Fail,"output: [OUTCOME]: Your prayer goes unanswered. The statue remains a cold, silent piece of stone, unresponsive to a prayer not directed at it."
input:  [ACTION]: [SCENE_START] [CHECK]: None [PASS/FAIL]: N/A,"output: [OUTCOME]: You find the body of a traveler on the road. They have been killed by a single, massive claw mark across their chest."
input:  [ACTION]: I'll investigate the wound to see what kind of sword could have caused it. [CHECK]: Medicine [PASS/FAIL]: Pass,"output: [OUTCOME]: You can tell immediately from the shape of the wound that this was no sword. The single, deep gash was made by the claw of a very large predatory beast."
input:  [ACTION]: I'll investigate the wound to see what kind of sword could have caused it. [CHECK]: Medicine [PASS/FAIL]: Fail,"output: [OUTCOME]: The wound is grievous, but you are not a trained investigator. You can't determine the specific weapon or cause beyond 'something very big and very sharp.'"
input:  [ACTION]: [SCENE_START] [CHECK]: None [PASS/FAIL]: N/A,"output: [OUTCOME]: The old man, who introduced himself as 'Bartholomew,' is telling you a long, rambling story. He has a prominent tattoo of a serpent on his left hand."
input:  [ACTION]: I'll try to get 'Barnaby' to tell me about the Shadowfang Crypt. [CHECK]: Persuasion [PASS/FAIL]: Pass,"output: [OUTCOME]: Bartholomew doesn't seem to notice you used the wrong name. He launches into another story, but this one contains a useful clue about the crypt's location."
input:  [ACTION]: I'll try to get 'Barnaby' to tell me about the Shadowfang Crypt. [CHECK]: Persuasion [PASS/FAIL]: Fail,"output: [OUTCOME]: 'Barnaby?' the old man says, his eyes narrowing. 'My name is Bartholomew. If you can't be bothered to listen, I can't be bothered to talk.' He falls silent."
input:  [ACTION]: [SCENE_START] [CHECK]: None [PASS/FAIL]: N/A,"output: [OUTCOME]: In the center of the room is a massive, pulsating orb of purple energy. It gives off a low, humming sound and a feeling of immense power."
input:  [ACTION]: I'll cast 'Detect Magic' to analyze the yellow orb. [CHECK]: Arcana [PASS/FAIL]: Pass,"output: [OUTCOME]: Your spell reveals that the purple orb is a massive source of conjuration magic, a temporary rift between planes."
input:  [ACTION]: I'll cast 'Detect Magic' to analyze the yellow orb. [CHECK]: Arcana [PASS/FAIL]: Fail,"output: [OUTCOME]: Your spell is overwhelmed by the sheer power of the purple orb. You get a blinding flash of magical feedback and are left with a headache, but no information."
input:  [ACTION]: [SCENE_START] [CHECK]: None [PASS/FAIL]: N/A,"output: [OUTCOME]: Two identical twin warriors stand before you, both with the same armor, the same sword, and the same determined expression. One has a small, barely visible scar over their right eye."
input:  [ACTION]: I'll focus my attack on the twin with the scar on his left eye. [CHECK]: Athletics [PASS/FAIL]: Pass,"output: [OUTCOME]: Though you mistake which eye the scar is over, your intent is clear. You focus your attack on the scarred twin, who seems to be the more aggressive of the two."
input:  [ACTION]: I'll focus my attack on the twin with the scar on his left eye. [CHECK]: Athletics [PASS/FAIL]: Fail,"output: [OUTCOME]: Your brief moment of confusion about the scar is all the opening the twins need. They attack in perfect unison, their two blades moving as one."
input:  [ACTION]: [SCENE_START] [CHECK]: None [PASS/FAIL]: N/A,output: [OUTCOME]: The old pirate gives you a map scrawled on a piece of worn leather. It shows a path leading to a place called 'Dead Man's Cove'.
input:  [ACTION]: I'll use my knowledge of the area to plot a course to 'Smuggler's Inlet'. [CHECK]: Survival [PASS/FAIL]: Pass,"output: [OUTCOME]: You know 'Smuggler's Inlet' is just the local, less dramatic name for 'Dead Man's Cove'. You are able to find the location without any trouble."
input:  [ACTION]: I'll use my knowledge of the area to plot a course to 'Smuggler's Inlet'. [CHECK]: Survival [PASS/FAIL]: Fail,"output: [OUTCOME]: You confidently lead the party to Smuggler's Inlet, a different cove a few miles down the coast. You have followed your own knowledge instead of the map, and are now in the wrong place."
input:  [ACTION]: [SCENE_START] [CHECK]: None [PASS/FAIL]: N/A,"output: [OUTCOME]: Before you are three identical wooden chests. A plaque above them reads, 'One holds treasure, one holds a trap, and one holds only dust.'"
input:  [ACTION]: I'll pray for guidance on which of the two chests is safe. [CHECK]: Religion [PASS/FAIL]: Pass,"output: [OUTCOME]: You pray for guidance. You don't receive a direct answer, but you feel a faint, almost imperceptible sense of dread coming from the chest on the far left."
input:  [ACTION]: I'll pray for guidance on which of the two chests is safe. [CHECK]: Religion [PASS/FAIL]: Fail,"output: [OUTCOME]: Your prayer goes unanswered. The three chests remain silent and inscrutable, their contents a complete mystery."
input:  [ACTION]: [SCENE_START] [CHECK]: None [PASS/FAIL]: N/A,"output: [OUTCOME]: You find a set of large, bird-like tracks in the soft earth. Each print has three toes, and the stride is incredibly long."
input:  [ACTION]: I'll follow the owlbear tracks to find its lair. [CHECK]: Survival [PASS/FAIL]: Pass,"output: [OUTCOME]: Though the tracks are not from an owlbear, you are still an expert tracker. You follow the three-toed tracks deep into the woods."
input:  [ACTION]: I'll follow the owlbear tracks to find its lair. [CHECK]: Survival [PASS/FAIL]: Fail,"output: [OUTCOME]: Your incorrect assumption that this is an owlbear leads you to make mistakes. You lose the trail in a rocky area, where a real owlbear's trail would have been easier to follow."
input:  [ACTION]: [SCENE_START] [CHECK]: None [PASS/FAIL]: N/A,"output: [OUTCOME]: You have found a trap on a treasure chest. It's a poison needle trap, triggered by a small, red wire connected to the lock."
input:  [ACTION]: I'll use my tools to carefully cut the blue wire. [CHECK]: Thieves' Tools [PASS/FAIL]: Pass,output: [OUTCOME]: You correctly identify the red wire as the trigger and carefully snip it with your tools. The trap is disabled.
input:  [ACTION]: I'll use my tools to carefully cut the blue wire. [CHECK]: Thieves' Tools [PASS/FAIL]: Fail,"output: [OUTCOME]: There is no blue wire. Your moment of confusion is enough to make your hand slip, and you accidentally trigger the trap, which springs harmlessly but makes a loud noise."
input:  [ACTION]: [SCENE_START] [CHECK]: None [PASS/FAIL]: N/A,"output: [OUTCOME]: You are trying to cast the 'Fireball' spell, which requires a verbal component, a somatic component, and a small ball of bat guano as a material component."
"input:  [ACTION]: I have the bat guano, so I'll cast the spell. [CHECK]: Arcana [PASS/FAIL]: Pass","output: [OUTCOME]: You speak the incantation and perform the correct gestures. The bat guano is consumed, and a fiery bead streaks from your fingertip, ready to explode."
"input:  [ACTION]: I have the bat guano, so I'll cast the spell. [CHECK]: Arcana [PASS/FAIL]: Fail",output: [OUTCOME]: You seem to have forgotten that the spell also has a verbal and somatic component. Your attempt to cast the spell by just holding the bat guano does nothing.
input:  [ACTION]: [SCENE_START] [CHECK]: None [PASS/FAIL]: N/A,output: [OUTCOME]: You are in a tavern brawl. A large man is about to hit you with a wooden chair.
input:  [ACTION]: I'll use my rage to smash the table. [CHECK]: Athletics [PASS/FAIL]: Pass,"output: [OUTCOME]: You ignore the man and instead smash the table in front of you with a single blow. Your attacker is so shocked by this display of raw power that he hesitates, giving you an opening."
